nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;745694;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;630000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;955300;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;829316;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;890775;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;800000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;741000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;986590;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1024500;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1002000;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1000000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;777500;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1000000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;860000;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;710000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;944200;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;840000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;847000;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1210000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;1316500;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2010;Tahun;908824;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1350000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1035500;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1055000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1120000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1028000;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1048440;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;815000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;855000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1024000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;975000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1290000;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;732000;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;675000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;808000;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;705000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1000000;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;890000;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;950000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;850000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;802500;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1134580;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1126000;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1084000;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1050000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;827500;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1100000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;930000;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;762500;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1006000;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;900000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;889350;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1410000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;1403000;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2011;Tahun;988829;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1400000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1200000;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1150000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1238000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1142500;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1195220;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;930000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;975000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1110000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1015000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1529150;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;780000;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;765000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;892660;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;745000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1042000;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;967500;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1000000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;925000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;900000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1327459;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1225000;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1177000;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1250000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;885000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1200000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1032300;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;837500;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1127000;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;975000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;960498;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1450000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1585000;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2012;Tahun;1088903;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1550000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1375000;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1350000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1400000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1300000;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1630000;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1200000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1150000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1265000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1365087;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;2200000;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;850000;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;830000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;947114;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;866250;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1170000;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1181000;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1100000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1010000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1060000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1553127;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1337500;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1752073;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1550000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;995000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1440000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1125207;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1175000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1165000;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1275000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1200622;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1720000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1710000;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2013;Tahun;1296908;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1750000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1505850;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1490000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1700000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1502300;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1825000;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1350000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1399037;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1640000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1665000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;2441000;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1000000;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;910000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;988500;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1000000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1325000;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1542600;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1210000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1150000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1380000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1723970;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1620000;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1886315;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;-;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1900000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1250000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1800000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1400000;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1325000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1400000;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1415000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1440746;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1870000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;2040000;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2014;Tahun;1584391;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1900000;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1625000;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1615000;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1878000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1710000;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1974346;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1500000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1581000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;2100000;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1954000;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;2700000;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1000000;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;910000;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;988500;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1000000;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1600000;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1621172;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1330000;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1250000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1560000;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1896367;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1870000;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;2026126;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;2026126;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;2150000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1500000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;2000000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1652000;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1600000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1655500;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1650000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1577617;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;2015000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;2193000;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2015;Tahun;1790342;INDONESIA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2118500;ACEH
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1811875;"SUMATERA UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1800725;"SUMATERA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2095000;RIAU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1906650;JAMBI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2206000;"SUMATERA SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1605000;BENGKULU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1763000;LAMPUNG
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2341500;"KEP. BANGKA BELITUNG"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2178710;"KEP. RIAU"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;3100000;"DKI JAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2250000;"JAWA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;-;"JAWA TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;-;"DI YOGYAKARTA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;-;"JAWA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1784000;BANTEN
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1807600;BALI
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1482950;"NUSA TENGGARA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1425000;"NUSA TENGGARA TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1739400;"KALIMANTAN BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2057558;"KALIMANTAN TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2085050;"KALIMANTAN SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2161253;"KALIMANTAN TIMUR"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2175340;"KALIMANTAN UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2400000;"SULAWESI UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1670000;"SULAWESI TENGAH"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2250000;"SULAWESI SELATAN"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1850000;"SULAWESI TENGGARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1875000;GORONTALO
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1864000;"SULAWESI BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1775000;MALUKU
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1681266;"MALUKU UTARA"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2237000;"PAPUA BARAT"
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;2435000;PAPUA
"Upah Minimum Regional/Propinsi";"Tidak Ada";2016;Tahun;1997819;INDONESIA
